year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_val,max_torque_rpm,brand,model,conf
2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,5,219.66,2125.0,Hyundai,Elite,i20 Sportz
2002,40000,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std
2011,370000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2000.0,Volkswagen,Vento,Highline
2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,200.0,1750.0,Honda,City,i DTEC VX
2017,745000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2010,360000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0,Maruti,Swift,Vdi BSIII
2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,22.27,1498,108.6,5,250.0,2250.0,Volkswagen,Vento,1 5 TDI Highline BSIV
2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3,1341,83.0,5,115.0,3200.0,Hyundai,Getz,GLE
2011,450000,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5,146.0,4800.0,Honda,City,1 5 E MT
2016,1350000,70000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W10 2WD
2014,680000,120000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,200.0,1800.0,Mahindra,Scorpio,S2 7 Seater
2018,675000,23300,Petrol,Dealer,Automatic,First Owner,18.5,1197,83.14,5,115.0,4000.0,Maruti,Swift,Dzire VXi AT
2017,800000,35000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1800.0,Mahindra,Bolero,2011 2019 ZLX
2014,480000,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Renault,Duster,85PS RxL
2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,5,109.0,4500.0,Honda,Amaze,S i VTEC
2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet,Beat,LS
2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI BSIV
2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,59.82,3000.0,Maruti,Omni,5 Seater BSIV
2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0,Hyundai,Santro,Era
2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2010,169000,100000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5,116.0,4750.0,Tata,Manza,Aura ABS Safire
2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna
2015,270000,22000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2012,550000,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53,1794,138.1,5,173.0,4000.0,Toyota,Corolla,Altis 1 8 VL AT
2016,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,5,200.0,1750.0,Honda,Jazz,1 5 V i DTEC
2012,267000,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna
2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Magna 1 1L
2004,90000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LX
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 VX 7 Seater
2016,700000,78000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti,Baleno,Delta 1 3
2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,2750.0,Tata,Zest,Revotron 1 2 XT
2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI BSIII
2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,135.0,2500.0,Tata,Indigo,CS LS TDI BS III
2018,500000,31000,Petrol,Dealer,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0,Renault,KWID,1 0 RXT Optional
2009,140000,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5,96.0,2500.0,Fiat,Punto,1 2 Active
2010,451999,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,200.06,2400.0,Toyota,Innova,2 5 E MS 7 seater
2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,259.9,2325.0,Hyundai,Verna,1 6 CRDi EX MT
2016,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68,2393,147.8,7,343.0,2100.0,Toyota,Innova,Crysta 2 4 GX MT BSIV
2016,340000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2013,525000,116000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,280.0,2300.0,Mahindra,Scorpio,S10 7 Seater
2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R Stingray VXI Optional
2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,5,209.0,2000.0,Fiat,Avventura,Power Up 1 3 Emotion
2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std MPFi
2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,8,185.0,2250.0,Ashok,Leyland,Stile LE
2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti,Swift,Dzire VXI 1 2
2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5,111.8,4000.0,Hyundai,i20,1 2 Magna
2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV with ABS
2013,525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0,Renault,Duster,110PS RxZ
2018,700000,19100,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,5,120.0,4250.0,Ford,Freestyle,Titanium BSIV
2013,509999,170000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,Nissan,Terrano,XL Plus 85 PS
2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624,35.0,4,48.0,3000.0,Tata,Nano,Cx
2008,830000,60000,Diesel,Individual,Automatic,Third Owner,11.0,2993,235.0,5,519.75,2375.0,BMW,X5,3 0d
2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,5,400.0,2400.0,Volvo,XC40,D4 R Design
2015,360000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai,Grand,i10 SportZ Edition
2013,500000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX CRDi O
2015,350000,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5,190.0,2375.0,Tata,Zest,Quadrajet 1 3 75PS XE
2012,495000,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti,Swift,Dzire VDi
2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,219.6,2250.0,Hyundai,i20,Sportz 1 4 CRDi
2016,600000,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai,i20,Active 1 2 S
2012,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364,87.2,5,205.0,2300.0,Toyota,Corolla,Altis D4DJ
2016,700000,30000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T8
2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,VXI
2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,5,99.0,4500.0,Hyundai,Santro,Era
2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,259.9,2325.0,Hyundai,Verna,1 6 CRDI
2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4,2953,153.86,7,380.0,2500.0,Ford,Endeavour,3 0L 4X4 AT
2011,400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179,115.0,5,277.5,1950.0,Mahindra,Scorpio,M2DI
2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7,402.0,2300.0,Mahindra,Ssangyong,Rexton RX7
2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,5,480.0,2400.0,Volvo,XC60,Inscription D5 BSIV
2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,5,190.0,2375.0,Tata,Indica,Vista Quadrajet VX
2010,180000,120000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna 1 2 iTech SE
2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,360.0,2000.0,Chevrolet,Cruze,LTZ AT
2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,5,235.36,2325.0,Hyundai,Verna,CRDi SX
2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,5,113.0,4500.0,Maruti,Swift,VXI with ABS
2019,650000,3500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0,Hyundai,Elite,i20 Magna Plus BSIV
2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5,600.0,2000.0,Jaguar,XF,3 0 Litre S Premium Luxury
2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,2125.0,Hyundai,Grand,i10 CRDi Sportz
2018,285000,22000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 VXI
2015,400000,22500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0,Hyundai,Elite,i20 Sportz Plus BSIV
2013,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2005,120000,190000,Petrol,Individual,Automatic,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,AT
2015,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5,205.0,2500.0,Ford,EcoSport,1 5 TDCi Titanium BSIV
2016,310000,27500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,2125.0,Volvo,V40,D3 R Design
2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,7,280.0,2300.0,Mahindra,Scorpio,1 99 S10
2016,500000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,2015 2017 Sportz 1 2
2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179,120.0,7,280.0,2300.0,Mahindra,Scorpio,S10 4WD
2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0,1595,102.0,5,147.1,3800.0,Volkswagen,Jetta,1 6 Trendline
2012,520000,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti,Ertiga,VDI
2014,204999,15000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5,134.0,4000.0,Nissan,Sunny,XE
2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158.0,7,385.0,2050.0,Ford,Endeavour,2 2 Titanium AT 4X2
2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,172.5,1750.0,Chevrolet,Enjoy,1 3 TCDi LS 7
2014,310000,160000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,218.0,2000.0,Mahindra,Xylo,D4
2010,165000,20000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi BSIII
2012,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet,Beat,LT
2016,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone
2014,545000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX
2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2010,210000,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5,111.8,4000.0,Hyundai,i20,Magna
2011,850000,298000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7,330.0,1800.0,Ford,Endeavour,2 5L 4X2
2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,202.0,4400.0,Lexus,ES,300h
2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza LDi
2015,650000,57000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,200.0,1750.0,Maruti,SX4,S Cross 2015 2017 DDiS 200 Alpha
2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza VDi Option
2015,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Optional
2011,650000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G4 8 seater
2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,7,245.0,4000.0,Toyota,Innova,Crysta 2 7 ZX AT BSIV
2018,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,1 2 Asta Dual Tone
2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2325.0,Hyundai,Creta,1 6 CRDi SX Plus
2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2000.0,Volkswagen,Vento,Highline
2017,440000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405,62.0,5,122.58,2500.0,Tata,Indica,V2 DLS TC
2018,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT Optional
2011,270000,89000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,113.0,4500.0,Maruti,Ritz,VDi
2017,650000,40000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,172.5,1750.0,Chevrolet,Enjoy,1 3 TCDi LTZ 7
2017,290000,40000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,140.0,2400.0,Tata,Indica,V2 eLS
2018,3200000,35000,Diesel,Individual,Automatic,First Owner,10.91,3198,197.0,7,470.0,2125.0,Ford,Endeavour,3 2 Titanium AT 4X4
2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Asta
2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7,343.0,2400.0,Toyota,Fortuner,3 0
2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5,620.0,2000.0,Mercedes,Benz,S Class S 350 CDI
2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti,Ritz,VXi ABS BS IV
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2125.0,BMW,X4,M Sport X xDrive20d
2018,470000,30000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,ZXI AMT BSIV
2012,240000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R VXI BSIII
2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTEC V
2017,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXE
2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,Xing XL eRLX Euro II
2016,375000,120000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5,110.0,3650.0,Volkswagen,Polo,1 2 MPI Comfortline
2017,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Optional
2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std
2015,400000,39414,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai,Grand,i10 Magna
2014,425000,50000,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,5,200.0,1750.0,Maruti,SX4,VDI
2019,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI
2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0,Maruti,Ertiga,VDI
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,213.0,4500.0,Toyota,Camry,2 5 Hybrid
2016,650000,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire AMT ZDI
2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498,98.6,7,200.0,1750.0,Honda,Mobilio,S i DTEC
2013,250000,27000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 LXI
2005,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2007,160000,120000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5,124.54,2700.0,Honda,City,2017 2020 GXi
2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXL
2010,130000,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0,Chevrolet,Spark,1 0 LT
2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,114.0,4000.0,Hyundai,Grand,i10 Magna
2017,1400000,70000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2125.0,Tata,Hexa,XT
1999,60000,140000,Petrol,Individual,Manual,Third Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,GLS I Euro I
2017,860000,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,250.0,2000.0,Skoda,Rapid,1 5 TDI AT Style Plus
2018,1000000,70000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,200.0,1750.0,Maruti,S,Cross 2017 2020 Zeta DDiS 200 SH
2014,196000,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LX
2019,950000,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5,219.7,2125.0,Hyundai,Creta,1 4 E Plus
2009,380000,150000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,320.0,2200.0,Tata,New,Safari DICOR 2 2 VX 4x4
2011,210000,35000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 2010 2014 VXI
2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,5,146.0,4800.0,Honda,City,S
2018,2800000,40000,Diesel,Individual,Automatic,First Owner,16.25,1968,148.0,7,340.0,2375.0,Skoda,Kodiaq,2 0 TDI Style
2009,130000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi
2017,484999,35000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,5,190.0,2375.0,Tata,Zest,Quadrajet 1 3 XT
2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti,Swift,Dzire LXi
2017,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,SHVS ZDI Plus
2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W10 2WD
2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,111.7,4000.0,Hyundai,i10,Magna
2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G 8 Seater BS IV
2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,280.0,2300.0,Mahindra,Scorpio,S10 7 Seater
2017,2950000,50000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7,450.0,2000.0,Toyota,Fortuner,2 8 4WD AT BSIV
2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,94.14,3500.0,Hyundai,EON,1 0 Era Plus
2014,600000,90000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire ZDI
2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9,2354,144.0,5,196.13,4700.0,Honda,Accord,VTi L MT
2018,480000,40000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,113.75,4000.0,Hyundai,Xcent,1 2 VTVT S
2001,33983,80000,Petrol,Individual,Manual,Second Owner,19.3,1248,81.86,5,160.0,2400.0,Hyundai,Santro,LE
2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,Maruti,Swift,Dzire VDi
2011,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,DI
2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,190.0,2000.0,Maruti,Ritz,VDi
2006,158000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,5,124.54,2700.0,Honda,City,2017 2020 EXi
2013,459999,60000,Diesel,Individual,Manual,Second Owner,21.27,1396,88.76,5,219.6,2125.0,Hyundai,i20,Asta 1 4 CRDi
2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5,140.0,2400.0,Tata,Indigo,CS eVX
2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI Anniversary Edition
2008,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R VXI BS IV
2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi
2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5,109.0,4500.0,Honda,Brio,V MT
2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,LXi
1999,52000,100000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,DX
2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5,114.0,4000.0,Maruti,Swift,Dzire VXi
2008,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0,Hyundai,i10,Magna 1 1L
2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,2015 2017 Sportz 1 2
2009,340000,40000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,Era
2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai,i10,Asta
2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTec SV
